"JobName","Id","Status","RunCount","LastChange","ExportResult","BytesReturned","FileSize","LogFile","Error"
"jibus_nabidky","100713","failed_final","3","2026-08-12T01:20:13.8844478+02:00","OK","16384","282686","failed_final_100713_jibus_nabidky.log",""
