retention_rule_id,project_id,source_dataset_name,table_name,is_active,execution_frequency,execution_day_of_week,execution_day_of_month,execution_schedule,retention_type,retention_column,retention_value,retention_unit,column_data_type,boundary_mode,source_execution_where_clause,bq_execution_where_clause,end_column,operation_column,delete_operation_value,source_time_column,retention_comment,created_dttm,updated_dttm,created_by,updated_by,bq_dataset_name
TD_EP_CDC_SPM_SI_KTT_SADA_00861,o2czed1,EP_CDC,SPM_SI_KTT_SADA,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_IND_OCM_CRM_CONTACT_REF_00055,o2czed1,EP_IND,OCM_CRM_CONTACT_REF,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_O_ORDER_ITEM_PRICE_00583,o2czed1,EP_IND,OCM_O_ORDER_ITEM_PRICE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_SPM_SI_KTT_AP_PRODUCT_00482,o2czed1,EP_IND,SPM_SI_KTT_AP_PRODUCT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_CDC_OCM_ADR_ADDRESS_REF_00670,o2czed1,EP_CDC,OCM_ADR_ADDRESS_REF,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_OCM_PC_SOCKET_00723,o2czed1,EP_CDC,OCM_PC_SOCKET,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_IND_OCM_CRM_PARTY_CA_CEXT_00443,o2czed1,EP_IND,OCM_CRM_PARTY_CA_CEXT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_CG_INST_MEMBER_00708,o2czed1,EP_IND,OCM_CG_INST_MEMBER,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_SPM_SI_SIT_ITEM_PARAM_00749,o2czed1,EP_IND,SPM_SI_SIT_ITEM_PARAM,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_PC_SOCKET_00802,o2czed1,EP_IND,OCM_PC_SOCKET,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_O_ORDER_ITEM_LINK_00045,o2czed1,EP_IND,OCM_O_ORDER_ITEM_LINK,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_CRM_SUBJECT_00246,o2czed1,EP_IND,OCM_CRM_SUBJECT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_CRM_ASSET_PARAM_00706,o2czed1,EP_IND,OCM_CRM_ASSET_PARAM,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_OCM_O_ORDER_00557,o2czed1,EP_IND,OCM_O_ORDER,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_IND_SPM_SI_KTT_AP_PARAM_00108,o2czed1,EP_IND,SPM_SI_KTT_AP_PARAM,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0)),"Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:55.105031 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_operation_only,
TD_EP_CDC_OCM_CRM_CONTACT_00297,o2czed1,EP_CDC,OCM_CRM_CONTACT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-1070: Space,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_STRM_EH_EXPN_EVENT_00350,o2czed1,EP_STRM_EH,EXPN_EVENT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(trim(event_type) = 'mojeO2app_login'  and CAST(inserted_ts AS DATE)  <  CURRENT_DATE - 1095) or (  trim(event_type)  <> 'mojeO2app_login' and CAST(inserted_ts AS DATE)  <     CURRENT_DATE - 365) ;,(trim(event_type) = 'mojeO2app_login' and CAST(inserted_ts AS DATE) < DATE(@retention_reference_dttm) - 1095) or ( trim(event_type) <> 'mojeO2app_login' and CAST(inserted_ts AS DATE) < DATE(@retention_reference_dttm) - 365) ;,,,,,BIDEV-2363: bimain\reqs\C168614_Event_Store\RMS\DD_OSD-2199_RFC-33937_CIS-168614_EDW_Event_Store.md,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:57.623969 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_current_date,
TD_EP_CDC_NIC_SIM_00113,o2czed1,EP_CDC,NIC_SIM,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_SPM_SI_KTT_AP_PARAM_00132,o2czed1,EP_CDC,SPM_SI_KTT_AP_PARAM,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_OCM_C_CR_TICKET_00292,o2czed1,EP_CDC,OCM_C_CR_TICKET,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_OCM_C_TICKET_00757,o2czed1,EP_CDC,OCM_C_TICKET,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_PCR_RI_PACK_00489,o2czed1,EP_CDC,PCR_RI_PACK,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_PCR_O_ORDER_ITEM_PRICE_00888,o2czed1,EP_CDC,PCR_O_ORDER_ITEM_PRICE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_SPM_ORT_SERVICE_ORDER_00896,o2czed1,EP_CDC,SPM_ORT_SERVICE_ORDER,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_PCR_CRM_ASSET_EXT_00129,o2czed1,EP_CDC,PCR_CRM_ASSET_EXT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_PCR_O_ORDER_EVENT_00734,o2czed1,EP_CDC,PCR_O_ORDER_EVENT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_OCM_O_ORDER_00105,o2czed1,EP_CDC,OCM_O_ORDER,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_PCR_CRM_ASSET_00264,o2czed1,EP_CDC,PCR_CRM_ASSET,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_PCR_CRM_SUBS_CUST_EXT_00314,o2czed1,EP_CDC,PCR_CRM_SUBS_CUST_EXT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_OCM_O_ORDER_ITEM_ATTR_00853,o2czed1,EP_CDC,OCM_O_ORDER_ITEM_ATTR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_OCM_O_ORDER_ITEM_PRICE_00155,o2czed1,EP_CDC,OCM_O_ORDER_ITEM_PRICE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '60' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 60 DAY))",,,,,BIDEV-697: retence dle Lukase (https://confluence.cz.o2/pages/viewpage.action?pageId=95293771),2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
