retention_rule_id,project_id,source_dataset_name,table_name,is_active,execution_frequency,execution_day_of_week,execution_day_of_month,execution_schedule,retention_type,retention_column,retention_value,retention_unit,column_data_type,boundary_mode,source_execution_where_clause,bq_execution_where_clause,end_column,operation_column,delete_operation_value,source_time_column,retention_comment,created_dttm,updated_dttm,created_by,updated_by,bq_dataset_name
TD_EP_CDC_GCTI_AGT_COBROWSE_AGENT_HOUR_00621,o2czed1,EP_CDC,GCTI_AGT_COBROWSE_AGENT_HOUR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_GIA_CALL_STEPS_00517,o2czed1,EP_CDC,GCTI_GIA_CALL_STEPS,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_WFM_SSG_TYPE_00669,o2czed1,EP_CDC,GCTI_WFM_SSG_TYPE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_SM_RES_SESSION_FACT_00154,o2czed1,EP_CDC,GCTI_SM_RES_SESSION_FACT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_WFM_TEAM_00283,o2czed1,EP_CDC,GCTI_WFM_TEAM,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_IRF_O2CZ_USER_DATA_V_00320,o2czed1,EP_CDC,GCTI_IRF_O2CZ_USER_DATA_V,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_INTERACTION_FACT_00254,o2czed1,EP_CDC,GCTI_INTERACTION_FACT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_DD_CALL_MONITORING_00758,o2czed1,EP_CDC,GCTI_DD_CALL_MONITORING,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_WFM_SCH_AGENT_DAY_00719,o2czed1,EP_CDC,GCTI_WFM_SCH_AGENT_DAY,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_SM_RES_STATE_FACT_00741,o2czed1,EP_CDC,GCTI_SM_RES_STATE_FACT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_QUEUE_GRP_HOUR_00727,o2czed1,EP_CDC,GCTI_AGT_QUEUE_GRP_HOUR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_QUEUE_DAY_00468,o2czed1,EP_CDC,GCTI_AGT_QUEUE_DAY,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_I_AGENT_SUBHR_00877,o2czed1,EP_CDC,GCTI_AGT_I_AGENT_SUBHR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_GIDB_GC_LOGIN_00191,o2czed1,EP_CDC,GCTI_GIDB_GC_LOGIN,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_CAMPAIGN_DAY_00481,o2czed1,EP_CDC,GCTI_AGT_CAMPAIGN_DAY,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_CONTACT_INFO_TYPE_00087,o2czed1,EP_CDC,GCTI_CONTACT_INFO_TYPE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_QUEUE_HOUR_00498,o2czed1,EP_CDC,GCTI_AGT_QUEUE_HOUR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_AGENT_QUEUE_HOUR_00383,o2czed1,EP_CDC,GCTI_AGT_AGENT_QUEUE_HOUR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_AGT_AGENT_CAMPAIGN_HOUR_00493,o2czed1,EP_CDC,GCTI_AGT_AGENT_CAMPAIGN_HOUR,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_GPM_RESULT_00499,o2czed1,EP_CDC,GCTI_GPM_RESULT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_CAMPAIGN_GROUP_STATE_00287,o2czed1,EP_CDC,GCTI_CAMPAIGN_GROUP_STATE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_ANCHOR_FLAGS_00444,o2czed1,EP_CDC,GCTI_ANCHOR_FLAGS,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_WFM_SCH_AGENT_STATE_00149,o2czed1,EP_CDC,GCTI_WFM_SCH_AGENT_STATE,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_CHAT_THREAD_FACT_00864,o2czed1,EP_CDC,GCTI_CHAT_THREAD_FACT,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_GROUP_TO_CAMPAIGN_FACT__00571,o2czed1,EP_CDC,GCTI_GROUP_TO_CAMPAIGN_FACT_,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_PLACE_GROUP_FACT__00178,o2czed1,EP_CDC,GCTI_PLACE_GROUP_FACT_,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
TD_EP_CDC_GCTI_WFM_PERF_ITEM_TIMESTEP_00128,o2czed1,EP_CDC,GCTI_WFM_PERF_ITEM_TIMESTEP,true,W,6,,,CUSTOM_SQL,,,,,CUSTOM,(TT_END_DTTM < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))) OR (Operation = 'D' AND src_dttm < CAST( (CAST(CAST('$$LOAD_DTTM' AS TIMESTAMP(0)) AS DATE) - INTERVAL '10' DAY) AS TIMESTAMP(0))),"(TT_END_DTTM < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY)) OR (Operation = 'D' AND src_dttm < TIMESTAMP_SUB(TIMESTAMP(@retention_reference_dttm), INTERVAL 10 DAY))",,,,,plosne zkraceno z 60 na 10 v 2025-07-22,2026-07-14 10:42:19.523432 UTC,2026-07-14 10:47:52.765489 UTC,migration_ep_opr_man_table_retention_csv,bulk_custom_update_cdc_or,
